0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.18,0.40,0.73,0.58,4.52,4.00,5.62,10.03,9.22,8.55,62.89,56.72,83.34,222.67,186.00,208.96,289.17,833.13
 
